FR,RU_GOLD,RU_MT,FR_TERMS,RU_TERMS_GOLD,COMET_MT,TER_MT,RU_PE,COMET_PE,TER_PE
"3. Est d'avis qu'une association et une coordination avec les acteurs compétents de l'aide humanitaire est de nature à influer positivement sur l'efficacité des interventions humanitaires, et encourage l'Organisation des Nations Unies à poursuivre les efforts entrepris pour renforcer les partenariats à l'échelle mondiale avec le Mouvement international de la Croix-Rouge et du Croissant-Rouge, les organisations non gouvernementales humanitaires compétentes et d'autres participants au Comité permanent interorganisations ;","3. признает, что взаимодействие и координация с соответствующими сторонами, занимающимися гуманитарной деятельностью, повышает эффективность гуманитарного реагирования, и рекомендует Организации Объединенных Наций продолжать усилия по укреплению партнерского сотрудничества на глобальном уровне с Движением Международного Красного Креста и Красного Полумесяца, соответствующими гуманитарными неправительственными организациями и другими членами Межучрежденческого постоянного комитета;","3. считает, что взаимодействие и координация с соответствующими субъектами гуманитарной помощи способствуют повышению эффективности гуманитарных операций, и призывает Организацию Объединенных Наций продолжать предпринимаемые усилия по укреплению глобальных партнерских отношений с Международным движением Красного Креста и Красного Полумесяца, соответствующими гуманитарными неправительственными организациями и другими участниками Постоянного комитета межорганизационных объединений;","['Organisation des Nations Unies', 'Mouvement international de la Croix-Rouge et du Croissant-Rouge']","['Организация Объединенных Наций', 'Международное движение Красного Креста и Красного Полумесяца ']",0.8487110137939453,50.0,"Он считает, что работа с гуманитарными организациями помогает делать операции эффективнее, и просит ООН продолжать сотрудничать с Красного Крестом, другими правозащитными группами и участниками постоянного комитета по объединенным усилиям.",0.33126017451286316,85.41666666666666
"4. Lance un appel aux organismes compétents des Nations Unies et, le cas échéant, aux autres acteurs de l'aide humanitaire afin qu'ils poursuivent les efforts en vue d'améliorer les interventions humanitaires en cas de catastrophe naturelle ou causée par l'homme et de situation d'urgence complexe en étoffant davantage les moyens d'intervention à tous les niveaux, en continuant d'intensifier la coordination de l'aide humanitaire sur le terrain, notamment avec les autorités nationales des pays touchés, selon qu'il conviendra, et en renforçant encore la transparence, la performance et la responsabilisation ;","4. призывает соответствующие организации системы Организации Объединенных Наций и, когда это уместно, другие соответствующие стороны, участвующие в гуманитарной деятельности, прилагать усилия для улучшения гуманитарного реагирования на стихийные и антропогенные бедствия и комплексные чрезвычайные ситуации путем дальнейшего укрепления потенциала гуманитарного реагирования на всех уровнях, путем продолжения укрепления координации гуманитарной помощи на местном уровне, в том числе координации с национальными властями пострадавшего государства, когда это необходимо, и путем дальнейшего повышения уровня транспарентности, качества работы и подотчетности;","4. призывает соответствующие органы системы Организации Объединенных Наций и, при необходимости, других участников гуманитарной помощи продолжать усилия по совершенствованию гуманитарной помощи в случае стихийных бедствий, вызванных человеком, и сложных чрезвычайных ситуаций, расширяя возможности реагирования на всех уровнях, продолжая активизировать координацию гуманитарной помощи на местах, в частности с национальными органами власти пострадавших стран, в зависимости от обстоятельств, и еще больше укрепляя прозрачность, эффективность и подотчетность;",[],[],0.7746686935424805,70.27027027027027,"Просит ООН и других помощников по гуманитарной помощи продолжать улучшать помощь в бедах, вызванных людьми, и сложных ситуациях, расширять возможности реагирования на всех уровнях, активизировать координацию с местными властями пострадавших стран, в зависимости от обстоятельств, и еще больше делать помощь прозрачной, эффективной и подотчетной.",0.37790006399154663,85.13513513513513
"5. Prie le Secrétaire général d'accroître l'appui apporté aux coordonnateurs résidents et coordonnateurs des opérations humanitaires des Nations Unies et aux équipes de pays des Nations Unies, s'agissant notamment de dispenser la formation nécessaire, de trouver les ressources voulues et d'améliorer le mécanisme de recherche et de sélection des coordonnateurs résidents et coordonnateurs de l'action humanitaire des Nations Unies ;","5. просит Генерального секретаря усилить поддержку, которую получают координаторы-резиденты/координаторы по гуманитарным вопросам Организации Объединенных Наций, а также страновые группы Организации Объединенных Наций, в том числе посредством обеспечения необходимой подготовки кадров, выявления ресурсов и совершенствования процесса поиска и отбора координаторов-резидентов/координаторов по гуманитарным вопросам Организации Объединенных Наций;","5. просит Генерального секретаря усилить поддержку, оказываемую резидентам-координаторам и координаторам гуманитарных операций Организации Объединенных Наций и командам страны Организации Объединенных Наций, в частности, в том, что касается предоставления необходимой подготовки, поиска необходимых ресурсов и совершенствования механизма поиска и отбора резидентов-координаторов и координаторов гуманитарных операций Организации Объединенных Наций;","['Secrétaire général', 'Charte des Nations Unies']","['Генеральный секретарь', 'Устав Организации Объединенных Наций']",0.7790971398353577,57.77777777777777,"Попросила Генсек усилить помощь резидентам-координаторам и координаторам гуманитарных операций ООН и местным командам ООН, особенно в подготовке, поиске ресурсов и улучшении отбора таких специалистов.",0.14340956509113312,88.88888888888889
"6. Souligne la nature foncièrement civile de l'aide humanitaire, réaffirme le rôle de premier plan qui revient aux organisations civiles dans la mise en œuvre de l'aide humanitaire, en particulier dans les zones touchées par des conflits, et fait valoir la nécessité, dans les situations où des capacités et des biens militaires sont utilisés à l'appui de la mise en œuvre de l'aide humanitaire, de les employer en conformité avec le droit international humanitaire et les principes de l'action humanitaire ;","6. подчеркивает сугубо гражданский характер гуманитарной помощи, вновь подтверждает ведущую роль гражданских организаций в оказании гуманитарной помощи, особенно в районах, охваченных конфликтами, и вновь заявляет, что в случаях, когда для поддержки деятельности по оказанию гуманитарной помощи используются военные силы и средства, их использование должно соответствовать нормам международного гуманитарного права и гуманитарным принципам;","6. подчеркивает принципиально гражданский характер гуманитарной помощи, вновь подтверждает ведущую роль гражданских организаций в осуществлении гуманитарной помощи, особенно в зонах, затронутых конфликтами, и подчеркивает необходимость использования в ситуациях, когда военные возможности и средства используются для оказания помощи в соответствии с международным гуманитарным правом и принципами гуманитарной деятельности;",[],[],0.8738228678703308,55.76923076923077,"Подчеркивает, что гуманитарная помощь — это дело гражданское, снова подтверждает роль гражданских организаций в помощи людям, особенно там, где идут войны, и напоминает, что помогать нужно честно, следуя международным правилам и принципам гуманитарной деятельности.",0.4169137179851532,84.61538461538461
"7. Rappelle la demande adressée au Secrétaire général par le Conseil économique et social au paragraphe 12 de sa résolution 2007/3, en date du 17 juillet 2007, tendant à ce qu'il passe en revue, en consultation avec les États Membres, les questions liées à l'utilisation de ressources militaires aux fins des secours en cas de catastrophe, l'objet étant d'en rehausser la prévisibilité et d'en tirer le meilleur parti, dans le respect des principes de l'action humanitaire, et à ce qu'il lui rende compte à ce sujet ;","7. напоминает о просьбе Экономического и Социального Совета, изложенной в пункте 12 его резолюции 2007/3 от 17 июля 2007 года, о том, чтобы Генеральный секретарь в консультации с государствами-членами провел обзор и представил доклад об использовании военных ресурсов для принятия мер в связи с бедствиями с целью повышения предсказуемости и использования этих ресурсов на основе гуманитарных принципов;","7. напоминает о просьбе, адресованной Генеральному секретарю Экономическим и социальным советом в пункте 12 своей резолюции 2007/3 от 17 июля 2007 года, чтобы он рассмотрел в консультации с государствами-членами вопросы, связанные с использованием военных ресурсов для оказания помощи в случае катастроф, целью которых является повышение предсказуемости и эффективности использования этих ресурсов в соответствии с принципами гуманитарной деятельности и чтобы он доложил ему об этом;","['États Membres', 'Сonseil économique et social', 'Objet', 'RÉSOLUTION', 'Secrétaire général']","['государства-члены', 'Экономический и Социальный Совет', 'Предназначение', 'РЕЗОЛЮЦИЯ', 'Генеральный секретарь']",0.7634232044219971,71.9298245614035,"Помните, что в пункте 12 резолюции 2007/3 от 17 июля 2007 года просили Генсеку Экономического и социального совета обсудить с членами Совета вопросы использования военных ресурсов для помощи при катастрофах, чтобы повысить предсказуемость и эффективность их применения в рамках гуманитарной деятельности, и сообщить нам об этом.",0.5932417511940002,73.68421052631578
"8. Encourage les organismes compétents des Nations Unies à renforcer la coordination et la collaboration entre les entités actives dans le domaine du développement et celles s'occupant de l'action humanitaire, en particulier la Fédération internationale des sociétés de la Croix-Rouge et du Croissant-Rouge, aux fins de l'intégration de l'atténuation des risques de catastrophe dans leurs activités ;","8. рекомендует соответствующим организациям системы Организации Объединенных Наций укреплять координацию и сотрудничество между организациями, занимающимися вопросами развития, и гуманитарными организациями, включая Международную федерацию обществ Красного Креста и Красного Полумесяца, в деле учета в их деятельности задачи уменьшения риска бедствий;","8. призывает соответствующие органы системы Организации Объединенных Наций укреплять координацию и сотрудничество между организациями, занимающимися вопросами развития, и организациями, занимающимися гуманитарной деятельностью, в частности Международной федерацией обществ Красного Креста и Красного Полумесяца, с целью интеграции мер по снижению риска бедствий в их деятельность;",['Société de la Croix-Rouge'],['общество Красного Креста'],0.9465462565422058,53.84615384615385,"Просит соответствующие органы ООН усилить сотрудничество между организациями по развитию и гуманитарным делам, включая Международную федерацию Красного Креста и Красного Полумесяца, чтобы включить меры по снижению рисков бедствий в их работу.",0.6636355519294739,69.23076923076923
"9. Réaffirme l'importance du Cadre d'action de Hyogo pour 2005-2015 : Pour des nations et des collectivités résilientes face aux catastrophes A/CONF.206/6, chap. I, résolution 2., accueille favorablement la première réunion du Dispositif mondial pour la réduction des risques de catastrophe, qui s'est tenue en juin 2007, et engage la communauté internationale à augmenter les ressources consacrées à la réduction des risques associés aux catastrophes naturelles, notamment en appuyant les systèmes d'alerte rapide, selon qu'il conviendra ;","9. вновь подтверждает значение Хиогской рамочной программы действий на 2005-2015 годы: создание потенциала противодействия бедствиям на уровне государств и общинA/CONF.206/6, глава I, резолюция 2., приветствует проведение в июне 2007 года первой сессии Глобальной платформы действий по уменьшению опасности бедствий и призывает международное сообщество увеличить объем ресурсов, выделяемых на цели уменьшения риска стихийных бедствий, в том числе, когда это уместно, путем поддержки создания систем раннего предупреждения;","9. вновь подтверждает важность Хиогской рамочной программы действий на 2005–2015 годы: для устойчивых к бедствиям наций и сообществ A/CONF.206/6, chap. I, resolution 2., приветствует проведение первого заседания Глобальной платформы по снижению риска бедствий, состоявшегося в июне 2007 года, и призывает международное сообщество увеличивать ресурсы, выделяемые на снижение рисков, связанных с природными бедствиями, в частности, путем поддержки систем раннего предупреждения, в зависимости от обстоятельств;","['RÉSOLUTION', ""Cadre d'action de Hyogo""]","['РЕЗОЛЮЦИЯ', 'Хиогская рамочная программа действий']",0.6534803509712219,64.61538461538461,"А еще подтверждает, что программа Хиогской рамочной программы действий на 2005–2015 годы важна для стран и сообществ, которые готовы к стихийным бедствиям. В документе A/CONF.206/6, глава I, решение 2, приветствуют первое заседание Глобальной платформы по снижению риска бедствий, которое прошло в июне 2007 года, и просят всем странам больше выделять средств на борьбу с природными катастрофами — особенно помогать развивать системы раннего предупреждения, в зависимости от ситуации.",0.5700310468673706,87.6923076923077
10. Invite la communauté internationale à soutenir les efforts faits par les États Membres afin de renforcer leur capacité de se préparer et de réagir à une catastrophe ;,"10. рекомендует международному сообществу поддержать усилия государств-членов, направленные на укрепление их потенциала готовности и реагирования в случае бедствий;",10. предлагает международному сообществу поддержать усилия государств-членов по укреплению их способности к подготовке и реагированию на катастрофу;,['États Membres'],['государства-члены'],0.917555034160614,66.66666666666666,"Предлагаю всем странам мира вместе работать над тем, чтобы они лучше справлялись с катастрофами — готовиться и реагировать на них.",0.36535733938217163,111.11111111111111
"11. Invite les organismes compétents des Nations Unies à appuyer, selon qu'il conviendra, les efforts faits par les États Membres afin de renforcer les systèmes de détection et de surveillance des risques de catastrophe, y compris la vulnérabilité aux catastrophes naturelles ;","11. рекомендует соответствующим организациям системы Организации Объединенных Наций поддержать соответствующим образом усилия государств-членов по укреплению систем выявления и отслеживания риска бедствий, включая степень уязвимости и природные факторы риска;","11. предлагает компетентным органам Организации Объединенных Наций оказывать, в зависимости от обстоятельств, поддержку усилиям государств-членов по укреплению системы обнаружения и мониторинга рисков катастроф, включая уязвимость к стихийным бедствиям;",['États Membres'],['государства-члены'],0.7804115414619446,78.57142857142857,"Организация Объединенных Наций рекомендует компетентным органам помогать государствам бороться с катастрофами, включая стихийные бедствия, в зависимости от ситуации.",0.18565863370895386,89.28571428571429
12. Engage les États à instaurer un environnement propice au renforcement de la capacité des autorités locales et des organisations non gouvernementales et communautaires nationales et locales de fournir une aide humanitaire ;,12. рекомендует государствам создавать благоприятные условия для укрепления потенциала местных органов власти и национальных и местных неправительственных и общинных организаций по оказанию гуманитарной помощи;,12. Призывает государства создать благоприятную среду для укрепления потенциала местных органов власти и национальных и местных неправительственных и общественных организаций в области оказания гуманитарной помощи;,[],[],0.8717908263206482,37.5,"Просит государства создать условия, чтобы местные власти и организации помогли людям получать помощь в трудные времена.",0.13021190464496613,91.66666666666666
"13. Demande aux organismes compétents des Nations Unies de contribuer à l'amélioration de la procédure d'appel global, notamment en analysant les besoins et en élaborant des plans d'action communs, de façon à affiner le processus et à en faire un instrument de planification stratégique et d'établissement des priorités de l'Organisation des Nations Unies, et en y associant d'autres organisations humanitaires compétentes, et réaffirme que la procédure d'appel global doit être préparée en consultation avec les pays touchés ;","13. призывает соответствующие организации системы Организации Объединенных Наций поддержать совершенствование процесса составления совместных призывов, в частности путем участия в подготовке анализа потребностей и общих планов действий, для дальнейшего совершенствования этого процесса в качестве инструмента стратегического планирования и определения приоритетов Организации Объединенных Наций и путем вовлечения других соответствующих гуманитарных организаций в этот процесс, подтверждая при этом, что сводные призывы готовятся в консультации с пострадавшими государствами;","13. просит соответствующие органы системы Организации Объединенных Наций внести свой вклад в совершенствование общей процедуры опроса, в частности, путем анализа потребностей и разработки совместных планов действий, с тем чтобы уточнить процесс и превратить его в инструмент стратегического планирования и определения приоритетов Организации Объединенных Наций, а также вовлечь в него другие компетентные гуманитарные организации, и подтверждает, что общее опросное исследование должно быть подготовлено в консультации с затронутыми странами;","['Organisation des Nations Unies', ""Plan d'action""]","['Организация Объединенных Наций', 'План действий']",0.665187418460846,70.3125,"Просит соответствующие органы ООН внести вклад в улучшение общего опроса, особенно анализируя потребности и разрабатывая совместные планы действий, чтобы уточнить процесс и превратить его в инструмент стратегического планирования и определения приоритетов ООН, а также привлечь другие гуманитарные организации. Подтверждает, что общее исследование должно быть подготовлено в консультации с затронутыми странами.",0.04954523593187332,81.25
"14. Demande aux organismes humanitaires des Nations Unies, en concertation avec les États Membres, le cas échéant, d'étoffer les observations factuelles sur lesquelles repose l'action humanitaire en mettant en place d'autres mécanismes communs en vue d'améliorer la qualité, la transparence et la fiabilité de leurs évaluations des besoins humanitaires, d'évaluer les résultats qu'ils obtiennent en matière d'aide et de veiller à ce que les ressources humanitaires dont ils disposent soient utilisées au mieux ;","14. призывает гуманитарные организации системы Организации Объединенных Наций, в консультации с государствами-членами в случае необходимости, укреплять базу данных для целей гуманитарной помощи, продолжая совершенствовать общие механизмы для повышения качества, транспарентности и надежности их оценок гуманитарных потребностей, для оценки их работы по оказанию помощи и для обеспечения самого эффективного использования гуманитарных ресурсов этими организациями;","14. просит гуманитарные учреждения Организации Объединенных Наций, взаимодействуя с государствами-членами, при необходимости, уточнять фактические данные, на которых основывается гуманитарная деятельность, путем создания других общих механизмов для повышения качества, прозрачности и надежности их оценки гуманитарных потребностей, оценки результатов, которых они достигают в области оказания помощи, и обеспечения того, чтобы используемые ими гуманитарные ресурсы были использованы наилучшим образом;","['États Membres', 'Charte des Nations Unies']","['государства-члены', 'Устав Организации Объединенных Наций']",0.7673577666282654,79.24528301886792,"Просит гуманитарные организации ООН совместно с государствами работать над уточнением данных для помощи, создавая новые механизмы, чтобы лучше понять потребности людей, оценить эффективность помощи и убедиться, что ресурсы используются максимально эффективно.",0.005581216886639595,84.90566037735849
"15. Demande aux donateurs de fournir, dans les meilleurs délais, des ressources suffisantes, prévisibles et pouvant être utilisées avec souplesse, y compris dans le cas des situations d'urgence insuffisamment financées, compte tenu de l'évaluation des besoins, et d'encourager les efforts tendant à un meilleur respect des pratiques recommandées aux donateurs de l'action humanitaire ;","15. призывает доноров своевременно обеспечивать адекватные ресурсы на предсказуемой и гибкой основе, исходя из установленных потребностей и соразмерно им, в том числе в тех случаях, когда при возникновении чрезвычайной ситуации не выделяются достаточные финансовые средства, и поощряет усилия по соблюдению принципов благого гуманитарного донорства;","15. просит доноров в кратчайшие сроки предоставить достаточные, предсказуемые и гибко используемые ресурсы, в том числе в случаях недостаточно финансируемых чрезвычайных ситуаций, с учетом оценки потребностей, и поощрять усилия, направленные на более полное соблюдение донорами гуманитарной деятельности рекомендуемых практик;",[],[],0.678563117980957,84.0909090909091,"Просит доноров быстро дать достаточно, предсказуемо и гибко использовать ресурсы — даже когда кризисы плохо финансируются, учитывая реальные потребности, и поддержать усилия доноров, чтобы они лучше соблюдали рекомендованные гуманитарные практики.",-0.04855699837207794,93.18181818181817
"16. Se félicite des progrès accomplis par le Secrétaire général pour mettre en place des mécanismes appropriés de suivi, d'établissement de rapports et de responsabilisation pour le Fonds central d'intervention pour les urgences humanitaires, souligne qu'il importe de faire en sorte que les ressources soient allouées et utilisées de la manière la plus efficace et la plus transparente possible, et attend avec intérêt l'examen indépendant auquel le Fonds sera soumis en 2008 ;","16. приветствует прогресс в усилиях Генерального секретаря по созданию надлежащих механизмов контроля, отчетности и подотчетности для Центрального фонда реагирования на чрезвычайные ситуации, подчеркивает важность дальнейшего обеспечения как можно более эффективного, результативного и транспарентного распределения и использования ресурсов и с интересом ожидает проведения независимого обзора работы Фонда в 2008 году;","16. выражает удовлетворение прогрессом, достигнутым Генеральным секретарем в деле создания надлежащих механизмов мониторинга, составления отчетов и ответственности в отношении Центрального фонда оперативного реагирования в чрезвычайных гуманитарных ситуациях, подчеркивает, что необходимо обеспечить максимально эффективное и прозрачное распределение и использование ресурсов, и с интересом ожидает независимого рассмотрения, которое фонд будет проходить в 2008 году;",['Secrétaire général'],['Генеральный секретарь'],0.7364997863769531,77.55102040816327,"Генеральный секретарь доволен тем, как продвигаются механизмы мониторинга, отчетов и ответственности за Центр оперативного реагирования в чрезвычайных ситуациях, и хочет, чтобы ресурсы распределялись максимально эффективно и прозрачно — ждёт, когда независимый аудит пройдёт в 2008 году.",0.15812256932258606,89.79591836734694
"17. Réaffirme l'objectif visé pour le Fonds qui est de 500 millions de dollars des États-Unis d'ici à 2008, engage tous les États Membres et invite le secteur privé et toutes les personnes et institutions intéressées à faire des contributions volontaires au Fonds et souligne que ces contributions devraient compléter les engagements actuels en faveur des programmes humanitaires et les ressources fournies au titre de la coopération internationale pour le développement ;","17. подтверждает целевой показатель в 500 млн. долл. США, который должен быть достигнут к 2008 году, настоятельно призывает все государства-члены и предлагает частному сектору и всем соответствующим частным лицам и учреждениям рассмотреть вопрос о внесении добровольных взносов в Центральный фонд реагирования на чрезвычайные ситуации и подчеркивает, что эти взносы следует рассматривать как дополнение к нынешним обязательствам по внесению взносов на гуманитарные программы и ресурсам, выделяемым на международное сотрудничество в целях развития;","17. вновь подтверждает цель, поставленную перед Фондом, которая заключается в 500 миллионов долларов США к 2008 году, призывает всех государств-членов и приглашает частный сектор, а также всех заинтересованных лиц и учреждений внести добровольные взносы в Фонд и подчеркивает, что эти взносы должны дополнить текущие обязательства в пользу гуманитарных программ и ресурсы, предоставляемые в рамках международного сотрудничества в целях развития;",['États Membres'],['государства-члены'],0.59086674451828,74.64788732394366,"Фонд снова подтверждает свою цель — собрать 500 миллионов долларов к 2008 году, призывает страны, частные компании и всех заинтересованных лиц внести добровольные пожертвования, чтобы поддержать гуманитарные проекты и международные программы развития.",0.14203038811683655,88.73239436619718
18. Réaffirme également que le Bureau de la coordination des affaires humanitaires devrait bénéficier de ressources financières suffisantes et plus prévisibles ;,"18. вновь заявляет, что достаточное и более предсказуемое финансирование окажет позитивное влияние на деятельность Управления по координации гуманитарных вопросов;","18. вновь подтверждает, что Управлению по координации гуманитарных вопросов следует располагать достаточными и более предсказуемыми финансовыми ресурсами;",[],[],0.4607826471328735,68.42105263157895,Управлению по координации гуманитарных вопросов нужно иметь достаточно денег и их лучше делать предсказуемыми.,-0.209150031208992,89.47368421052632
"19. Réaffirme en outre l'obligation qu'ont tous les États et les parties à un conflit armé d'assurer la protection des civils en période de conflit armé, conformément au droit international humanitaire, et invite les États à promouvoir une culture de la protection, en prenant tout particulièrement en considération les besoins des femmes, des enfants, des personnes âgées et des handicapés ;","19. вновь подтверждает обязанность всех государств и сторон в вооруженном конфликте защищать гражданское население в ходе вооруженных конфликтов в соответствии с нормами международного гуманитарного права и призывает государства укреплять культуру защиты, учитывая особые нужды женщин, детей, пожилых и инвалидов;","19. Кроме того, подтверждает, что все государства и стороны вооруженного конфликта обязаны обеспечивать защиту гражданских лиц в период вооруженного конфликта в соответствии с международным гуманитарным правом, и призывает государства содействовать формированию культуры защиты, особо учитывая потребности женщин, детей, пожилых людей и инвалидов;",[],[],0.8483185768127441,71.7948717948718,"Кроме того, подтверждает, что все страны и военные стороны обязаны защищать гражданских лиц во время войны по правилам международного права, и призывает государства помогать развивать культуру защиты, особенно заботясь о женщинах, детях, пожилых людях и инвалидах.",0.7403007745742798,79.48717948717949
"20. Lance un appel aux États afin qu'ils adoptent des mesures pour prévenir et combattre efficacement les actes de violence contre les populations civiles en période de conflit armé et veillent à ce que les responsables soient rapidement traduits en justice, comme prévu par la législation nationale et les obligations découlant du droit international ;","20. призывает государства принимать превентивные меры и эффективно реагировать на акты насилия, совершаемые против гражданского населения в вооруженных конфликтах, а также обеспечивать незамедлительное привлечение к судебной ответственности виновных в соответствии с внутригосударственным законодательством и обязательствами по международному праву;","20. Призывает государства принять меры по предупреждению и эффективному пресечению актов насилия в отношении гражданского населения в период вооруженного конфликта и обеспечить, чтобы виновные были в кратчайшие сроки привлечены к ответственности в соответствии с национальным законодательством и обязательствами, вытекающими из международного права;",[],[],0.9485167860984802,81.57894736842105,"Просит государства срочно принимать меры, чтобы не допустить насилия над мирным населением во время войны, и быстро наказывать виновных по закону и международным договорам.",0.6184256076812744,92.10526315789474
