FR,RU_GOLD,RU_MT,FR_TERMS,RU_TERMS_GOLD,COMET_MT,TER_MT
"Consciente que la mise en place de capacités de planification préalable et d'intervention aux niveaux national et local est indispensable pour intervenir de manière plus prévisible et plus efficace,","признавая, что обеспечение готовности и создание потенциала противодействия бедствиям на национальном и местном уровне имеет принципиальное значение с точки зрения более предсказуемого и эффективного на них реагирования,","Принимая во внимание, что создание предварительных планов и возможностей для действий на национальном и местном уровнях необходимо для более предсказуемого и эффективного реагирования,",[],[],0.6033019423484802,66.66666666666666
"Soulignant qu'il faut mobiliser, dans les meilleurs délais, des ressources suffisantes, prévisibles et pouvant être utilisées avec souplesse pour les opérations humanitaires, compte tenu de l'évaluation des besoins, de façon à mieux satisfaire les besoins dans tous les secteurs et à répondre aux diverses situations d'urgence humanitaire,","подчеркивая необходимость мобилизации на предсказуемой, своевременной и гибкой основе адекватных ресурсов для оказания гуманитарной помощи с учетом предполагаемых потребностей и в соразмерных масштабах для более полного удовлетворения потребностей во всех секторах и в связи с различными чрезвычайными гуманитарными ситуациями,","Сообщает, что необходимо в кратчайшие сроки мобилизовать достаточные, предсказуемые и гибко используемые ресурсы для гуманитарной деятельности, с учетом оценки потребностей, с тем чтобы лучше удовлетворять потребности во всех секторах и реагировать на различные чрезвычайные гуманитарные ситуации,",[],[],0.6676262021064758,79.48717948717949
"Gravement préoccupée par le fait que la violence, y compris la violence sexiste et la violence contre les enfants, continue dans de nombreuses situations d'urgence d'être utilisée délibérément contre la population civile,","отмечая с серьезной озабоченностью, что насилие, в том числе насилие по признаку пола и насилие в отношении детей, по-прежнему преднамеренно совершается против гражданского населения во многих чрезвычайных ситуациях,","Серьезно обеспокоена тем, что насилие, включая гендерное насилие и насилие в отношении детей, продолжает в ряде ситуаций срочного характера умышленно применяться против гражданского населения,",[],[],0.812272846698761,67.85714285714286
"Réaffirmant la nécessité pour les États Membres, les organismes compétents des Nations Unies et les autres intervenants d'intégrer une démarche soucieuse de l'égalité des sexes dans les activités humanitaires, en tenant compte des besoins propres aux hommes, aux femmes, aux filles et aux garçons de façon globale et cohérente,","вновь заявляя о необходимости учета государствами-членами, соответствующими организациями системы Организации Объединенных Наций и другими имеющими к этому отношение сторонами гендерных аспектов при оказании гуманитарной помощи, в том числе путем уделения внимания удовлетворению на всесторонней и последовательной основе конкретных потребностей мужчин, женщин, мальчиков и девочек,","Повторно подтверждая необходимость для государств-членов, соответствующих органов ООН и других участников учета меры, направленные на обеспечение гендерного равенства в гуманитарной деятельности, с учетом потребностей мужчин, женщин, девочек и мальчиков в целом и последовательно,","['Tenant compte ', 'États Membres']","['принимая во внимание', 'государства-члены']",-0.02238195762038231,86.36363636363636
"Réaffirmant également que l'ensemble du personnel humanitaire, le personnel des Nations Unies, le personnel associé et les organisations non gouvernementales doivent agir dans la transparence et d'une façon qui soit conforme aux principes de l'action humanitaire et aux obligations que leur imposent les dispositions pertinentes du droit international et de la législation nationale, et rester sensibles aux coutumes locales et aux traditions du pays où ils se trouvent,","вновь подтверждая необходимость того, чтобы весь гуманитарный персонал, сотрудники Организации Объединенных Наций и связанные с ней сотрудники и неправительственные организации соблюдали требования транспарентности и действовали таким образом, чтобы это соответствовало принципам оказания гуманитарной помощи и их обязательствам, налагаемым применимыми нормами международного права и национального законодательства, и учитывали местные обычаи и традиции в странах их назначения,","Повторно подтверждая, что все гуманитарное персонал, персонал Организации Объединенных Наций, ассоциированный персонал и неправительственные организации должны действовать прозрачно и в соответствии с принципами гуманитарной деятельности и обязательствами, которые на них возложены соответствующими положениями международного права и национального законодательства, и должны быть внимательны к местным обычаям и традициям страны, в которой они находятся,",[],[],0.7113974094390869,80.0
"Constatant avec satisfaction les efforts entrepris par l'Organisation des Nations Unies pour améliorer les interventions humanitaires, notamment en renforçant les moyens d'intervention, en améliorant la coordination de l'action humanitaire et en s'attachant à assurer un financement plus prévisible et approprié,","отмечая с признательностью усилия, предпринимаемые Организацией Объединенных Наций для улучшения гуманитарного реагирования, включая укрепление потенциала гуманитарного реагирования, путем улучшения координации гуманитарной помощи и обеспечения более предсказуемого и достаточного финансирования,","С удовлетворением констатируя усилия, предпринимаемые Организацией Объединенных Наций для улучшения гуманитарной помощи, в частности путем укрепления средств реагирования, улучшения координации гуманитарной деятельности и обеспечения более предсказуемого и адекватного финансирования,",['Organisation des Nations Unies'],['Организация Объединенных Наций'],0.8062489628791809,41.37931034482759
"Estimant que les organismes des Nations Unies doivent coopérer étroitement avec les autorités nationales en vue d'améliorer la coordination de l'assistance humanitaire sur le terrain,","признавая, что для улучшения координации гуманитарной помощи на местах организации системы Организации Объединенных Наций должны работать в тесной координации с национальными правительствами,","полагая, что органы Организации Объединенных Наций должны тесно сотрудничать с национальными властями в целях улучшения координации гуманитарной помощи на местах,",[],[],0.9027989506721497,59.09090909090909
1. Accueille avec satisfaction les conclusions du débat que le Conseil économique et social a consacré pour la dixième fois aux affaires humanitaires au cours de sa session de fond de 2007 ;,"1. с признательностью принимает к сведению результаты десятого этапа заседаний Экономического и Социального Совета, посвященного рассмотрению гуманитарных вопросов, в ходе его основной сессии 2007 года;","1. приветствует выводы, сделанные в ходе десятой дискуссии по гуманитарным вопросам, проведенной в ходе очередной сессии Экономического и Социального Совета в 2007 году;",['Сonseil économique et social'],['Экономический и Социальный Совет'],0.7102667689323425,80.0
"2. Demande au Coordonnateur des secours d'urgence de poursuivre ses efforts pour renforcer la coordination de l'aide humanitaire, et prie les organismes compétents des Nations Unies, les autres organisations intergouvernementales intéressées ainsi que les autres acteurs de l'aide humanitaire et du développement de continuer à coopérer avec le Bureau de la coordination des affaires humanitaires du Secrétariat pour améliorer la coordination, la gestion et l'efficacité de l'aide humanitaire ;","2. просит Координатора чрезвычайной помощи продолжать свои усилия по укреплению координации гуманитарной помощи и призывает соответствующие организации системы Организации Объединенных Наций и другие соответствующие межправительственные организации, а также других участников гуманитарной деятельности и процесса развития продолжать сотрудничество с Управлением по координации гуманитарных вопросов Секретариата в целях повышения уровня координации, эффективности и результативности гуманитарной помощи;","2. просит координатора по оказанию помощи в чрезвычайных ситуациях продолжать усилия по укреплению координации гуманитарной помощи и просит соответствующие учреждения Организации Объединенных Наций, другие заинтересованные межправительственные организации, а также других участников гуманитарной помощи и развития продолжать сотрудничать с Бюро по координации гуманитарных вопросов Секретариата для улучшения координации, управления и эффективности гуманитарной помощи;",['Secrétariat'],['Секретариат'],0.8623077273368835,38.88888888888889
"3. Est d'avis qu'une association et une coordination avec les acteurs compétents de l'aide humanitaire est de nature à influer positivement sur l'efficacité des interventions humanitaires, et encourage l'Organisation des Nations Unies à poursuivre les efforts entrepris pour renforcer les partenariats à l'échelle mondiale avec le Mouvement international de la Croix-Rouge et du Croissant-Rouge, les organisations non gouvernementales humanitaires compétentes et d'autres participants au Comité permanent interorganisations ;","3. признает, что взаимодействие и координация с соответствующими сторонами, занимающимися гуманитарной деятельностью, повышает эффективность гуманитарного реагирования, и рекомендует Организации Объединенных Наций продолжать усилия по укреплению партнерского сотрудничества на глобальном уровне с Движением Международного Красного Креста и Красного Полумесяца, соответствующими гуманитарными неправительственными организациями и другими членами Межучрежденческого постоянного комитета;","3. считает, что взаимодействие и координация с соответствующими субъектами гуманитарной помощи способствуют повышению эффективности гуманитарных операций, и призывает Организацию Объединенных Наций продолжать предпринимаемые усилия по укреплению глобальных партнерских отношений с Международным движением Красного Креста и Красного Полумесяца, соответствующими гуманитарными неправительственными организациями и другими участниками Постоянного комитета межорганизационных объединений;","['Organisation des Nations Unies', 'Mouvement international de la Croix-Rouge et du Croissant-Rouge']","['Организация Объединенных Наций', 'Международное движение Красного Креста и Красного Полумесяца ']",0.8487110137939453,50.0
"4. Lance un appel aux organismes compétents des Nations Unies et, le cas échéant, aux autres acteurs de l'aide humanitaire afin qu'ils poursuivent les efforts en vue d'améliorer les interventions humanitaires en cas de catastrophe naturelle ou causée par l'homme et de situation d'urgence complexe en étoffant davantage les moyens d'intervention à tous les niveaux, en continuant d'intensifier la coordination de l'aide humanitaire sur le terrain, notamment avec les autorités nationales des pays touchés, selon qu'il conviendra, et en renforçant encore la transparence, la performance et la responsabilisation ;","4. призывает соответствующие организации системы Организации Объединенных Наций и, когда это уместно, другие соответствующие стороны, участвующие в гуманитарной деятельности, прилагать усилия для улучшения гуманитарного реагирования на стихийные и антропогенные бедствия и комплексные чрезвычайные ситуации путем дальнейшего укрепления потенциала гуманитарного реагирования на всех уровнях, путем продолжения укрепления координации гуманитарной помощи на местном уровне, в том числе координации с национальными властями пострадавшего государства, когда это необходимо, и путем дальнейшего повышения уровня транспарентности, качества работы и подотчетности;","4. призывает соответствующие органы системы Организации Объединенных Наций и, при необходимости, других участников гуманитарной помощи продолжать усилия по совершенствованию гуманитарной помощи в случае стихийных бедствий, вызванных человеком, и сложных чрезвычайных ситуаций, расширяя возможности реагирования на всех уровнях, продолжая активизировать координацию гуманитарной помощи на местах, в частности с национальными органами власти пострадавших стран, в зависимости от обстоятельств, и еще больше укрепляя прозрачность, эффективность и подотчетность;",[],[],0.7746686935424805,70.27027027027027
"5. Prie le Secrétaire général d'accroître l'appui apporté aux coordonnateurs résidents et coordonnateurs des opérations humanitaires des Nations Unies et aux équipes de pays des Nations Unies, s'agissant notamment de dispenser la formation nécessaire, de trouver les ressources voulues et d'améliorer le mécanisme de recherche et de sélection des coordonnateurs résidents et coordonnateurs de l'action humanitaire des Nations Unies ;","5. просит Генерального секретаря усилить поддержку, которую получают координаторы-резиденты/координаторы по гуманитарным вопросам Организации Объединенных Наций, а также страновые группы Организации Объединенных Наций, в том числе посредством обеспечения необходимой подготовки кадров, выявления ресурсов и совершенствования процесса поиска и отбора координаторов-резидентов/координаторов по гуманитарным вопросам Организации Объединенных Наций;","5. просит Генерального секретаря усилить поддержку, оказываемую резидентам-координаторам и координаторам гуманитарных операций Организации Объединенных Наций и командам страны Организации Объединенных Наций, в частности, в том, что касается предоставления необходимой подготовки, поиска необходимых ресурсов и совершенствования механизма поиска и отбора резидентов-координаторов и координаторов гуманитарных операций Организации Объединенных Наций;","['Secrétaire général', 'Charte des Nations Unies']","['Генеральный секретарь', 'Устав Организации Объединенных Наций']",0.7790971398353577,57.77777777777777
"6. Souligne la nature foncièrement civile de l'aide humanitaire, réaffirme le rôle de premier plan qui revient aux organisations civiles dans la mise en œuvre de l'aide humanitaire, en particulier dans les zones touchées par des conflits, et fait valoir la nécessité, dans les situations où des capacités et des biens militaires sont utilisés à l'appui de la mise en œuvre de l'aide humanitaire, de les employer en conformité avec le droit international humanitaire et les principes de l'action humanitaire ;","6. подчеркивает сугубо гражданский характер гуманитарной помощи, вновь подтверждает ведущую роль гражданских организаций в оказании гуманитарной помощи, особенно в районах, охваченных конфликтами, и вновь заявляет, что в случаях, когда для поддержки деятельности по оказанию гуманитарной помощи используются военные силы и средства, их использование должно соответствовать нормам международного гуманитарного права и гуманитарным принципам;","6. подчеркивает принципиально гражданский характер гуманитарной помощи, вновь подтверждает ведущую роль гражданских организаций в осуществлении гуманитарной помощи, особенно в зонах, затронутых конфликтами, и подчеркивает необходимость использования в ситуациях, когда военные возможности и средства используются для оказания помощи в соответствии с международным гуманитарным правом и принципами гуманитарной деятельности;",[],[],0.8738228678703308,55.769230769230774
"7. Rappelle la demande adressée au Secrétaire général par le Conseil économique et social au paragraphe 12 de sa résolution 2007/3, en date du 17 juillet 2007, tendant à ce qu'il passe en revue, en consultation avec les États Membres, les questions liées à l'utilisation de ressources militaires aux fins des secours en cas de catastrophe, l'objet étant d'en rehausser la prévisibilité et d'en tirer le meilleur parti, dans le respect des principes de l'action humanitaire, et à ce qu'il lui rende compte à ce sujet ;","7. напоминает о просьбе Экономического и Социального Совета, изложенной в пункте 12 его резолюции 2007/3 от 17 июля 2007 года, о том, чтобы Генеральный секретарь в консультации с государствами-членами провел обзор и представил доклад об использовании военных ресурсов для принятия мер в связи с бедствиями с целью повышения предсказуемости и использования этих ресурсов на основе гуманитарных принципов;","7. напоминает о просьбе, адресованной Генеральному секретарю Экономическим и социальным советом в пункте 12 своей резолюции 2007/3 от 17 июля 2007 года, чтобы он рассмотрел в консультации с государствами-членами вопросы, связанные с использованием военных ресурсов для оказания помощи в случае катастроф, целью которых является повышение предсказуемости и эффективности использования этих ресурсов в соответствии с принципами гуманитарной деятельности и чтобы он доложил ему об этом;","['États Membres', 'Сonseil économique et social', 'Objet', 'RÉSOLUTION', 'Secrétaire général']","['государства-члены', 'Экономический и Социальный Совет', 'Предназначение', 'РЕЗОЛЮЦИЯ', 'Генеральный секретарь']",0.7634232044219971,71.9298245614035
"8. Encourage les organismes compétents des Nations Unies à renforcer la coordination et la collaboration entre les entités actives dans le domaine du développement et celles s'occupant de l'action humanitaire, en particulier la Fédération internationale des sociétés de la Croix-Rouge et du Croissant-Rouge, aux fins de l'intégration de l'atténuation des risques de catastrophe dans leurs activités ;","8. рекомендует соответствующим организациям системы Организации Объединенных Наций укреплять координацию и сотрудничество между организациями, занимающимися вопросами развития, и гуманитарными организациями, включая Международную федерацию обществ Красного Креста и Красного Полумесяца, в деле учета в их деятельности задачи уменьшения риска бедствий;","8. призывает соответствующие органы системы Организации Объединенных Наций укреплять координацию и сотрудничество между организациями, занимающимися вопросами развития, и организациями, занимающимися гуманитарной деятельностью, в частности Международной федерацией обществ Красного Креста и Красного Полумесяца, с целью интеграции мер по снижению риска бедствий в их деятельность;",['Société de la Croix-Rouge'],['общество Красного Креста'],0.9465462565422058,53.84615384615385
"9. Réaffirme l'importance du Cadre d'action de Hyogo pour 2005-2015 : Pour des nations et des collectivités résilientes face aux catastrophes A/CONF.206/6, chap. I, résolution 2., accueille favorablement la première réunion du Dispositif mondial pour la réduction des risques de catastrophe, qui s'est tenue en juin 2007, et engage la communauté internationale à augmenter les ressources consacrées à la réduction des risques associés aux catastrophes naturelles, notamment en appuyant les systèmes d'alerte rapide, selon qu'il conviendra ;","9. вновь подтверждает значение Хиогской рамочной программы действий на 2005-2015 годы: создание потенциала противодействия бедствиям на уровне государств и общинA/CONF.206/6, глава I, резолюция 2., приветствует проведение в июне 2007 года первой сессии Глобальной платформы действий по уменьшению опасности бедствий и призывает международное сообщество увеличить объем ресурсов, выделяемых на цели уменьшения риска стихийных бедствий, в том числе, когда это уместно, путем поддержки создания систем раннего предупреждения;","9. вновь подтверждает важность Хиогской рамочной программы действий на 2005–2015 годы: для устойчивых к бедствиям наций и сообществ A/CONF.206/6, chap. I, resolution 2., приветствует проведение первого заседания Глобальной платформы по снижению риска бедствий, состоявшегося в июне 2007 года, и призывает международное сообщество увеличивать ресурсы, выделяемые на снижение рисков, связанных с природными бедствиями, в частности, путем поддержки систем раннего предупреждения, в зависимости от обстоятельств;","['RÉSOLUTION', ""Cadre d'action de Hyogo""]","['РЕЗОЛЮЦИЯ', 'Хиогская рамочная программа действий']",0.6534803509712219,64.61538461538461
10. Invite la communauté internationale à soutenir les efforts faits par les États Membres afin de renforcer leur capacité de se préparer et de réagir à une catastrophe ;,"10. рекомендует международному сообществу поддержать усилия государств-членов, направленные на укрепление их потенциала готовности и реагирования в случае бедствий;",10. предлагает международному сообществу поддержать усилия государств-членов по укреплению их способности к подготовке и реагированию на катастрофу;,['États Membres'],['государства-члены'],0.917555034160614,66.66666666666666
"11. Invite les organismes compétents des Nations Unies à appuyer, selon qu'il conviendra, les efforts faits par les États Membres afin de renforcer les systèmes de détection et de surveillance des risques de catastrophe, y compris la vulnérabilité aux catastrophes naturelles ;","11. рекомендует соответствующим организациям системы Организации Объединенных Наций поддержать соответствующим образом усилия государств-членов по укреплению систем выявления и отслеживания риска бедствий, включая степень уязвимости и природные факторы риска;","11. предлагает компетентным органам Организации Объединенных Наций оказывать, в зависимости от обстоятельств, поддержку усилиям государств-членов по укреплению системы обнаружения и мониторинга рисков катастроф, включая уязвимость к стихийным бедствиям;",['États Membres'],['государства-члены'],0.7804115414619446,78.57142857142857
12. Engage les États à instaurer un environnement propice au renforcement de la capacité des autorités locales et des organisations non gouvernementales et communautaires nationales et locales de fournir une aide humanitaire ;,12. рекомендует государствам создавать благоприятные условия для укрепления потенциала местных органов власти и национальных и местных неправительственных и общинных организаций по оказанию гуманитарной помощи;,12. Призывает государства создать благоприятную среду для укрепления потенциала местных органов власти и национальных и местных неправительственных и общественных организаций в области оказания гуманитарной помощи;,[],[],0.8717908263206482,37.5
"13. Demande aux organismes compétents des Nations Unies de contribuer à l'amélioration de la procédure d'appel global, notamment en analysant les besoins et en élaborant des plans d'action communs, de façon à affiner le processus et à en faire un instrument de planification stratégique et d'établissement des priorités de l'Organisation des Nations Unies, et en y associant d'autres organisations humanitaires compétentes, et réaffirme que la procédure d'appel global doit être préparée en consultation avec les pays touchés ;","13. призывает соответствующие организации системы Организации Объединенных Наций поддержать совершенствование процесса составления совместных призывов, в частности путем участия в подготовке анализа потребностей и общих планов действий, для дальнейшего совершенствования этого процесса в качестве инструмента стратегического планирования и определения приоритетов Организации Объединенных Наций и путем вовлечения других соответствующих гуманитарных организаций в этот процесс, подтверждая при этом, что сводные призывы готовятся в консультации с пострадавшими государствами;","13. просит соответствующие органы системы Организации Объединенных Наций внести свой вклад в совершенствование общей процедуры опроса, в частности, путем анализа потребностей и разработки совместных планов действий, с тем чтобы уточнить процесс и превратить его в инструмент стратегического планирования и определения приоритетов Организации Объединенных Наций, а также вовлечь в него другие компетентные гуманитарные организации, и подтверждает, что общее опросное исследование должно быть подготовлено в консультации с затронутыми странами;","['Organisation des Nations Unies', ""Plan d'action""]","['Организация Объединенных Наций', 'План действий']",0.665187418460846,70.3125
"14. Demande aux organismes humanitaires des Nations Unies, en concertation avec les États Membres, le cas échéant, d'étoffer les observations factuelles sur lesquelles repose l'action humanitaire en mettant en place d'autres mécanismes communs en vue d'améliorer la qualité, la transparence et la fiabilité de leurs évaluations des besoins humanitaires, d'évaluer les résultats qu'ils obtiennent en matière d'aide et de veiller à ce que les ressources humanitaires dont ils disposent soient utilisées au mieux ;","14. призывает гуманитарные организации системы Организации Объединенных Наций, в консультации с государствами-членами в случае необходимости, укреплять базу данных для целей гуманитарной помощи, продолжая совершенствовать общие механизмы для повышения качества, транспарентности и надежности их оценок гуманитарных потребностей, для оценки их работы по оказанию помощи и для обеспечения самого эффективного использования гуманитарных ресурсов этими организациями;","14. просит гуманитарные учреждения Организации Объединенных Наций, взаимодействуя с государствами-членами, при необходимости, уточнять фактические данные, на которых основывается гуманитарная деятельность, путем создания других общих механизмов для повышения качества, прозрачности и надежности их оценки гуманитарных потребностей, оценки результатов, которых они достигают в области оказания помощи, и обеспечения того, чтобы используемые ими гуманитарные ресурсы были использованы наилучшим образом;","['États Membres', 'Charte des Nations Unies']","['государства-члены', 'Устав Организации Объединенных Наций']",0.7673577666282654,79.24528301886792
"15. Demande aux donateurs de fournir, dans les meilleurs délais, des ressources suffisantes, prévisibles et pouvant être utilisées avec souplesse, y compris dans le cas des situations d'urgence insuffisamment financées, compte tenu de l'évaluation des besoins, et d'encourager les efforts tendant à un meilleur respect des pratiques recommandées aux donateurs de l'action humanitaire ;","15. призывает доноров своевременно обеспечивать адекватные ресурсы на предсказуемой и гибкой основе, исходя из установленных потребностей и соразмерно им, в том числе в тех случаях, когда при возникновении чрезвычайной ситуации не выделяются достаточные финансовые средства, и поощряет усилия по соблюдению принципов благого гуманитарного донорства;","15. просит доноров в кратчайшие сроки предоставить достаточные, предсказуемые и гибко используемые ресурсы, в том числе в случаях недостаточно финансируемых чрезвычайных ситуаций, с учетом оценки потребностей, и поощрять усилия, направленные на более полное соблюдение донорами гуманитарной деятельности рекомендуемых практик;",[],[],0.678563117980957,84.0909090909091
"16. Se félicite des progrès accomplis par le Secrétaire général pour mettre en place des mécanismes appropriés de suivi, d'établissement de rapports et de responsabilisation pour le Fonds central d'intervention pour les urgences humanitaires, souligne qu'il importe de faire en sorte que les ressources soient allouées et utilisées de la manière la plus efficace et la plus transparente possible, et attend avec intérêt l'examen indépendant auquel le Fonds sera soumis en 2008 ;","16. приветствует прогресс в усилиях Генерального секретаря по созданию надлежащих механизмов контроля, отчетности и подотчетности для Центрального фонда реагирования на чрезвычайные ситуации, подчеркивает важность дальнейшего обеспечения как можно более эффективного, результативного и транспарентного распределения и использования ресурсов и с интересом ожидает проведения независимого обзора работы Фонда в 2008 году;","16. выражает удовлетворение прогрессом, достигнутым Генеральным секретарем в деле создания надлежащих механизмов мониторинга, составления отчетов и ответственности в отношении Центрального фонда оперативного реагирования в чрезвычайных гуманитарных ситуациях, подчеркивает, что необходимо обеспечить максимально эффективное и прозрачное распределение и использование ресурсов, и с интересом ожидает независимого рассмотрения, которое фонд будет проходить в 2008 году;",['Secrétaire général'],['Генеральный секретарь'],0.7364997863769531,77.55102040816327
"17. Réaffirme l'objectif visé pour le Fonds qui est de 500 millions de dollars des États-Unis d'ici à 2008, engage tous les États Membres et invite le secteur privé et toutes les personnes et institutions intéressées à faire des contributions volontaires au Fonds et souligne que ces contributions devraient compléter les engagements actuels en faveur des programmes humanitaires et les ressources fournies au titre de la coopération internationale pour le développement ;","17. подтверждает целевой показатель в 500 млн. долл. США, который должен быть достигнут к 2008 году, настоятельно призывает все государства-члены и предлагает частному сектору и всем соответствующим частным лицам и учреждениям рассмотреть вопрос о внесении добровольных взносов в Центральный фонд реагирования на чрезвычайные ситуации и подчеркивает, что эти взносы следует рассматривать как дополнение к нынешним обязательствам по внесению взносов на гуманитарные программы и ресурсам, выделяемым на международное сотрудничество в целях развития;","17. вновь подтверждает цель, поставленную перед Фондом, которая заключается в 500 миллионов долларов США к 2008 году, призывает всех государств-членов и приглашает частный сектор, а также всех заинтересованных лиц и учреждений внести добровольные взносы в Фонд и подчеркивает, что эти взносы должны дополнить текущие обязательства в пользу гуманитарных программ и ресурсы, предоставляемые в рамках международного сотрудничества в целях развития;",['États Membres'],['государства-члены'],0.59086674451828,74.64788732394366
